	17	18	19	22	23	24	25	26	27	28	29
17	1.0	0.9958691844254814	0.9908410515568813	0.9469322959847958	0.9557148343306853	0.9010104236219793	0.8931942135326647	0.8990237158504524	0.9499837511703758	0.9370457211816511	0.9557666942893791
18	0.9958691844254814	1.0	0.9925703547011756	0.9557625917347808	0.9555854817475454	0.905132299781575	0.8986902108605501	0.901633508511298	0.952696241645848	0.9423891864703448	0.949658809213069
19	0.9908410515568814	0.9925703547011755	1.0	0.9598571056217782	0.9643225204431982	0.9203546931765375	0.9093653847679666	0.9188598297419127	0.9513795455559264	0.9519551866586489	0.9620299467180223
22	0.9469322959847958	0.9557625917347808	0.9598571056217782	1.0	0.991512424984835	0.9138490175371908	0.9074363725913894	0.9133783880250816	0.9462046605733729	0.9476382766851956	0.9445107556659224
23	0.955714834330685	0.9555854817475455	0.9643225204431982	0.991512424984835	1.0	0.9223313965917245	0.9122192359206159	0.9209681172169988	0.9467980827976302	0.9421933863280653	0.9510313530662388
24	0.9010104236219794	0.905132299781575	0.9203546931765375	0.9138490175371908	0.9223313965917245	1.0	0.9971258168779543	0.9980001981049409	0.9010564261435149	0.9156218450981242	0.898211555802502
25	0.8931942135326646	0.89869021086055	0.9093653847679666	0.9074363725913895	0.9122192359206159	0.9971258168779543	1.0	0.9974340886832438	0.8969708566268294	0.9006162742012835	0.893596683251397
26	0.8990237158504524	0.9016335085112979	0.9188598297419126	0.9133783880250816	0.9209681172169988	0.9980001981049409	0.9974340886832437	1.0	0.891564132059353	0.9055080462349819	0.9028121243398274
27	0.9499837511703759	0.952696241645848	0.9513795455559264	0.9462046605733729	0.9467980827976302	0.9010564261435149	0.8969708566268294	0.8915641320593531	1.0	0.9775224449691478	0.9900260744019173
28	0.937045721181651	0.9423891864703448	0.9519551866586489	0.9476382766851955	0.9421933863280654	0.9156218450981242	0.9006162742012837	0.9055080462349819	0.9775224449691478	1.0	0.9783955665505685
29	0.9557666942893792	0.949658809213069	0.9620299467180223	0.9445107556659222	0.9510313530662388	0.898211555802502	0.893596683251397	0.9028121243398274	0.9900260744019173	0.9783955665505685	1.0
