	5	6	7	8	9	10	11	54	55	56
5	1.0	0.9008584377312285	0.9726575413003151	0.9560156830203674	0.9435437654940767	0.9553499685452689	0.9601339510239842	0.8765222484148281	0.8692981298686278	0.9281011606687509
6	0.9008584377312285	1.0	0.8550411617455346	0.9353140613384203	0.9441138844401368	0.821474087948237	0.85462929563731	0.7879455794660891	0.7536525673962924	0.777277947378821
7	0.9726575413003151	0.8550411617455347	1.0	0.9503038201976839	0.9336185502819132	0.9807344589200548	0.9892021713847784	0.9017217202599431	0.9017463384488833	0.9484872019253833
8	0.9560156830203674	0.9353140613384203	0.9503038201976837	1.0	0.9638766387922697	0.9413169678011348	0.9432113459362172	0.8668378507749717	0.8576022601054468	0.8946447376576658
9	0.9435437654940767	0.9441138844401368	0.9336185502819133	0.9638766387922699	1.0	0.9114251287919123	0.9342165081501284	0.8605730542890879	0.8289733925670715	0.8674044275374898
10	0.9553499685452688	0.8214740879482368	0.980734458920055	0.9413169678011348	0.9114251287919123	1.0	0.9792160511618557	0.9101264990606436	0.9291336031171149	0.9710536292313647
11	0.9601339510239842	0.85462929563731	0.9892021713847784	0.9432113459362172	0.9342165081501284	0.9792160511618556	1.0	0.9175344629226216	0.9232123039045447	0.9543084134957885
54	0.8765222484148281	0.7879455794660891	0.9017217202599431	0.8668378507749717	0.8605730542890879	0.9101264990606436	0.9175344629226216	1.0	0.9824417895931981	0.9247272941165332
55	0.8692981298686278	0.7536525673962924	0.9017463384488833	0.8576022601054468	0.8289733925670715	0.9291336031171148	0.9232123039045447	0.9824417895931981	1.0	0.9495756034669676
56	0.9281011606687509	0.777277947378821	0.9484872019253833	0.8946447376576658	0.8674044275374898	0.9710536292313647	0.9543084134957885	0.9247272941165332	0.9495756034669676	1.0
